fips,transmission_cap,interconnection_timeline,hv_line_proximity
17155,63.1265565288929,64.60096206349672,64.76627930524182
17169,62.061075021321095,39.13098113628506,92.33859381800721
17175,66.44552496887711,100.0,60.326840509444985
17179,72.9097904236951,72.0707630789835,82.36019851509616
17189,99.53259137526568,98.62304235523482,94.64759883594746
17203,74.74120324104796,64.7992749963911,48.9179732585527
18009,81.77750106268032,52.39976036618472,76.92601288637589
18011,84.00481386506328,75.38361840510319,71.5518539893607
18021,81.3106518621585,65.68425747343561,69.47064052557317
18033,79.22556539274007,46.444770840172836,85.77818978389031
13125,68.04706236400756,99.39568517574992,96.81028559633893
13129,94.50927548279212,57.55459554212008,78.00081927156268
13131,98.07196643637886,33.19467230408864,83.0822964134003
13139,63.17341305877314,96.56332107914665,81.71463129588872
13157,69.7597140911362,59.91403968374753,80.02705259534622
13169,77.20189657622994,57.843522147687516,63.659860434318404
13175,70.35462205089809,34.69224825940052,96.6266690258434
13187,85.05965553455866,100.0,84.42793052238254
13197,72.71727797593387,44.21038825580625,85.92322235003867
13201,100.0,71.168989614113,67.90235556461627
13217,91.90548594343596,88.2524064508088,73.11169403016139
13225,82.12574030632214,78.43433866006194,77.35798703433832
13233,90.26986263319732,68.80691376015616,56.98812959826722
13243,91.05900424357309,35.96668283425168,54.679485122034826
13253,74.36052511941757,53.80550328465432,70.98878104042149
13265,71.83782755458036,73.75600676085044,87.83781149663585
13277,80.78143062969647,54.25651860026007,70.20293915105088
13285,88.61636124497944,74.06718919997536,64.7179220361393
13293,81.39060398653417,83.63486817630283,67.77971520143495
13303,64.23003517809003,89.25005771600203,73.16986365282031
20027,71.97175556049157,45.47641284374633,74.69211555769844
20029,79.26027136405622,100.0,100.0
20039,79.2433439567417,85.34958689108261,95.81930942730978
20049,99.72542176789808,69.96571692661873,95.37161168422593
20065,66.14012057601002,91.79073166153282,97.52870546410072
20075,85.05589241835875,100.0,65.01768695998926
20085,94.8911310832829,41.22559797886261,61.664530775191416
20095,100.0,65.49474715017293,63.39694562698915
20105,75.95602576816039,22.431366802533432,100.0
20115,84.914294527202,73.8530306529605,71.79212316676264
20127,85.69760357198646,77.30788483850282,61.2296572664107
20135,81.9548173155329,69.2167576911448,73.5350569967028
20145,79.01154798760695,56.9093285800338,76.42091702428058
20155,84.35975389500045,29.009709676233495,84.02619910541843
20163,54.677539147803145,77.47067366823538,83.76426531068064
20173,86.82069490062631,99.1086896783065,67.57729154189738
20185,81.26177903661967,58.179630885331356,90.28484588770566
20195,77.77525103221734,78.8011985804629,70.41209699374762
20203,100.0,38.63711373159899,77.65585494942435
20205,73.25065981209448,79.14426127385028,90.30161105755033
21183,75.9692401093497,62.13235404510686,70.37267894083487
21187,99.91553302204734,54.75164098794171,71.45972864628294
21189,71.67938695150143,54.79272717567739,88.87502074539697
21199,74.4988471706346,62.127768359339804,67.1340023509247
21209,78.5297457656915,77.64866631385071,74.22811964593895
21219,88.4073448212955,43.756735976089644,88.3361326706434
21229,82.07802507353314,62.057693368642944,100.0
22001,67.07374652847737,69.17056444001705,89.0810675714412
22013,74.67831436872811,48.019215509362816,87.08959644485017
22033,73.92645566787789,100.0,87.96202375509094
22053,79.22778954776955,52.93009039877317,63.90214588899426
22073,84.25843658629829,56.61126172733019,81.73395108019862
22077,84.18205755887972,50.43384100355004,79.55350267495398
22089,62.239882459515975,100.0,84.82376810559134
22105,90.63940987560856,81.05810457198963,81.74762078713806
22115,82.52568845996623,51.268159875127154,85.69549516125669
21003,93.84532047593906,92.12463117719938,75.32799207651198
21009,84.44198327290673,74.01397388577756,80.87913376057689
21017,91.01322957735762,75.14506842223004,61.58257150914512
21025,84.66545311450128,63.11045582495094,75.2013908299563
21031,93.46225756202749,55.01168026086054,100.0
21043,85.22250636017779,76.75532198109202,84.78212509442383
21053,79.02084753557097,59.09825540008819,79.68618443925385
21063,100.0,100.0,100.0
21077,88.89037122279892,44.614177895137914,59.587475325483815
21087,85.73744421004413,100.0,63.3581666683067
21099,67.23695583461664,67.77362302404399,100.0
21103,67.11692382536462,75.98171468042212,80.68941404073401
21115,82.92715482141854,86.66315533258869,76.3612544556531
21121,81.45521197768241,57.39501409991127,62.01193512356535
21137,73.85877434991684,87.28496769397273,86.71544399592518
21143,81.4098269961206,15.849122892376464,88.16689804291194
21151,95.88626928043595,55.60020933556122,63.58258458747655
21157,86.95402474550299,51.51874385317869,77.89586621674357
21169,68.58991490247261,44.929879752564766,74.967262519504
21175,78.88491172857056,65.70090323842098,83.83965719628156
19045,71.9503351914744,77.7149993636339,63.21124636669034
19047,76.12300083591438,84.05319996998611,98.77921181769736
19055,75.86384334370358,74.81753514400815,93.73735672396407
19063,75.22354417395995,56.686130702129056,74.55236661900776
19067,67.44864628026605,77.38032875650335,76.75371932542443
19079,78.7234531848181,72.48571389701702,77.95366774583576
19087,74.3939236315269,88.72112335872032,68.32537170490245
19095,50.70551309997732,85.53873405863033,73.34855872647447
19105,100.0,70.60952827841258,75.94594448488087
19113,90.88769654216672,52.05493987677487,100.0
19121,76.23699275075003,56.94099688335838,94.19927462495654
19125,80.18819049740598,59.004212807239334,94.01982061004935
19137,68.28345652682438,63.694673321674884,85.54888419506585
19141,96.95722877810866,75.36100855179507,63.240094866031484
19151,98.97288694773111,84.30348780256116,79.3776334313393
19161,81.56693728246525,68.97762613969245,94.5573268942007
19169,90.23530644185345,70.32249575800945,61.12603055949067
19175,81.75286778933923,72.86612610000009,89.54829810309897
19181,66.6327456112407,59.6818937373532,100.0
19195,75.88176631036343,51.49215484714088,95.92724968984598
20005,81.31927966771957,34.8912420537858,100.0
20015,75.45452281256556,56.097012838462554,83.2750812566324
27073,77.81346722564965,79.46290906535575,94.51897923147484
27083,79.08600442490885,55.94177123920865,69.23220178468947
27085,79.19121502134539,65.24385925148121,91.93795718511839
27093,80.52258490497483,79.32862574824634,89.81582201091145
27103,69.39394933603398,80.41378992845337,84.34866761056495
27113,72.82983850872064,48.40934295667922,99.74011129577748
27121,67.1541573430003,89.94118712907283,71.91822743228917
27127,89.778155496862,92.5470017871097,77.19413725289508
27147,58.943530581596754,47.4030028556288,81.43193062037444
27153,91.53590343316925,53.52326260717692,64.55583543365898
27161,93.86349397262843,93.82181366292383,83.40397915700372
28003,76.97819413017379,67.06292957489399,54.216043805692294
28013,53.96862912172701,25.604441050962983,95.70431801642314
28017,76.38689438032709,42.006369905346276,80.69956049848949
28029,79.35815838711181,65.01260749655037,72.18660644144354
28037,69.89401780071087,46.739146994307966,67.48439581557318
28049,74.84781606191757,61.731524587271174,76.48131455571219
28061,95.30195198863352,70.64792427367158,90.3238956615862
28065,86.64927162301741,99.24509208069458,88.2160846810634
28075,70.754358856219,64.19092167544422,69.41693079082309
22121,64.02400830404568,91.45083599145518,67.30940491058549
22127,76.72982682390229,98.5752032407354,89.85348059479472
23009,77.86543220649563,98.68619338704153,69.16478893077456
23029,84.96199187363317,75.69509186771137,80.89864661119255
24001,74.64683287432341,30.734217043220514,81.85631963786416
24003,85.11499575361862,79.21649730807731,84.68093197590107
24009,99.35154040060229,90.96799775627082,92.87405645272807
24017,88.15501022444262,68.37865789129165,61.05555594699016
24019,79.51911492669227,100.0,51.332610121092685
24029,78.16849528946706,87.19667122934915,71.48829078157472
24035,76.43326865820129,81.36546754305569,100.0
24037,91.80640912452145,91.72761422411676,100.0
24039,73.72686554048697,76.66739702521757,100.0
24041,80.45222708999982,20.14379001209293,77.10527948358965
25011,80.51197901881085,60.01722097059269,53.268273770227566
26009,74.98215807188468,93.94336054495707,44.85441347522239
26015,66.27534452115898,53.84817319803408,70.78942757675884
26023,83.22974503617668,65.53054989526122,77.0288955477596
26035,79.38996028144616,49.10327372193857,99.50938101583938
26037,85.0024046943657,100.0,93.01708189313669
26045,74.66399693560832,100.0,83.4110761848743
26057,92.20821298813048,52.322622097185416,66.65232843588288
26061,71.23226218788155,72.94596000778168,65.58830662632664
26073,97.12040284017893,56.39011904471904,83.81191530607153
26077,62.52363490171739,82.29889278062757,90.4557646825959
26083,84.3477006455689,80.19366154484658,85.87821893368377
26085,84.75430682526624,86.23411143226531,64.48103060590017
26091,72.04442932059118,76.63836895415774,89.76001443188129
26097,84.24393937861012,100.0,86.38866450652117
26103,92.7951866976016,49.44152469978522,63.94000390714733
26107,57.831811606459354,35.78793291126971,68.23518544549617
26111,85.02744807490815,62.13819598597077,90.3274396184235
26117,55.06729179669922,38.640234688794656,76.48238697281164
26123,70.34335196476792,40.150754599880145,100.0
26133,96.29166364900945,49.97370691604066,87.51693914096865
26143,74.18217966607946,51.55622189136745,72.70053217716097
26155,68.26120035591028,50.9076379609988,79.84691599413601
26161,78.02062271015318,80.36437900890823,80.95075088956577
26165,100.0,59.87621877829328,69.07414530137434
27009,61.68317752793974,66.4097085025504,66.3111770273356
27019,69.48690088360655,87.8846554900187,90.5208484071425
27029,94.97431683179626,54.67354950437147,92.67909945563143
27039,98.57702343537733,64.70908202590556,89.05672204329439
27051,78.96568775709716,77.3151997218583,100.0
27057,67.60947297473358,31.168643987595573,71.87340145982597
27067,100.0,22.30188982098835,100.0
29097,95.94442391749197,76.92234657595445,66.48618322168771
29103,86.78946987762232,79.84028561133798,64.80971654947261
29109,71.8759765106258,100.0,53.600616767761245
29117,79.50970659161963,73.1618975173362,73.31307029259774
29131,78.3963991895517,86.3947943451619,72.44416494755819
29137,83.30851304615578,66.09054712828052,87.88905920381976
29151,94.51001438131335,75.94454443170173,83.65836412430676
29159,88.79417041137403,100.0,62.10539943471295
29169,69.22623923015242,27.520143637487287,74.10910642361274
29179,93.76496450019538,78.2723251514336,74.42806968368471
29195,83.13132140013155,100.0,53.36026629557161
29205,86.87065795858916,75.64068438418686,65.28579909479946
29211,94.66540859278602,100.0,68.43779554078866
29221,68.88419750486449,57.41575700941115,100.0
29229,79.64174421293536,69.35905011672573,82.87176073936028
30013,74.68545448640785,70.67049404777175,89.9325313092125
30037,64.32140574634545,25.648178412824585,57.52046754276182
30043,83.4670997760492,46.636443442996,97.91321724520988
31121,100.0,48.06249841232028,99.5165309453614
31125,61.59922255494247,86.44132156065055,50.02482549283061
31135,79.67719388950529,87.4430621136811,69.42024914126227
31137,86.40542935074774,76.48072885413066,87.43648359523266
31147,81.23078201656182,86.48205793711412,89.66582680307273
31159,78.86871947484259,66.71701174556452,69.82257904269167
31163,67.00783636554176,94.03863339079086,75.41750805419521
31171,82.32786742940164,70.17576885264144,71.03928408432286
31183,72.43236022984074,71.15728094853513,81.6562707041918
32009,58.100782950214466,64.68814733475178,97.95767797192869
32021,91.94592220513731,83.68900955272856,68.43436764288194
32033,89.58385819842043,61.57602366774174,95.01230746652621
34007,80.5166097685108,89.52862754396136,68.27491891479669
34015,82.29074688205702,47.357017185679865,67.28559181254674
34031,90.74318012715563,48.02167490543612,92.2789192751482
35001,82.24339656778082,83.74853510253008,93.82904567011425
35006,89.04017554761315,68.22911570833975,92.77114905143982
30051,77.0251779912615,60.92217167693743,60.26303887672788
30059,93.11983738573946,87.8011546495092,73.01073532891924
30069,83.20785725932684,57.85477171827831,92.34482888004982
30093,81.94051943605874,65.9959749139926,80.62312760845842
30099,67.29938911287968,97.98455900142318,63.89460730703804
30107,82.86955854301709,100.0,86.87476908688163
31003,71.68045082505549,100.0,69.27789111512794
31009,73.61717273471506,64.35748446132177,100.0
31023,71.84624371683879,94.6140580996894,100.0
31035,69.33765068100774,51.02094344462644,89.06146139533351
31037,100.0,51.86194250555879,100.0
31047,93.31339061988403,22.99088294751278,80.97187025185072
31053,99.2036750214426,100.0,91.48156241562523
31063,67.77104980444436,52.720403018478436,100.0
31073,80.71253749910892,67.4693484050588,83.68248022691469
31085,67.06492374795904,51.79351316143432,76.17219242728575
31093,73.04305122802936,83.9033049666028,54.43067062734326
31097,70.81873016583425,62.487326785653195,78.75299711417759
31117,92.39584006441561,43.90366219134101,92.35134776843466
28079,76.0377032189824,78.83325128372121,94.18450141351444
28083,90.68379333694017,41.32539950379543,87.56547598577615
28095,86.04120889588518,53.251885493690175,71.8805135755664
28099,100.0,27.862217707478383,50.347676465786144
28103,65.20555776860276,41.52083775604786,72.57177352992898
28115,92.59233239786799,73.57058339440955,75.43482693419072
28117,91.46440870400727,30.70927923794151,75.30606549214978
28127,70.26621161972966,40.37708550756569,89.27834535466887
28139,90.0713333647316,69.95262167734384,100.0
28151,83.36144963026229,59.127862078138946,81.85293802761639
29001,77.72523740046593,100.0,76.74902316265307
29009,71.76064513028,100.0,76.1116728049386
29021,72.80890548550813,52.641550744976925,81.86577150361572
29033,100.0,81.14275236806964,67.57559359477402
29043,80.00682818957483,84.98565113758902,81.80297838119083
29053,87.82130001531459,58.05042283951194,86.762185044977
29065,72.09100618332447,40.089169270035924,83.14529095361732
29075,72.2014705377836,69.75403101383885,86.86312901007172
29085,90.81984809249943,66.54308650371779,86.50621414022802
37001,66.50423788448468,61.284710060587614,53.42154976630334
37005,75.84786232094729,78.8463373632897,89.55305237593105
37017,80.34027411072232,54.98540785988803,69.9347773150632
37021,81.11372601840053,46.96004904841714,63.56241255494063
37027,78.20906714983843,72.18165940699664,63.433222582175055
37055,83.95819781095923,77.71940185137751,86.50312415708794
37057,86.92855755817811,46.46710112199894,76.6613760916272
37067,87.3463754545933,88.56181221982162,54.77046824021884
37081,70.14196191332174,34.59037724447844,87.17056722788425
37091,77.15844902071203,58.43773082568713,58.40587803801759
37103,91.94762861876937,64.83982927604782,82.09732037777316
37117,88.94647187573872,57.27552574696141,83.57748388509582
37127,66.27140548518936,58.69879052897615,93.28365622542567
37141,83.51479900352201,100.0,100.0
37151,60.2177475062519,52.98231821922202,59.52985511149188
37165,80.4693490206037,100.0,79.21289215905426
37167,98.97767016745976,78.74253559462103,75.85497057433675
39055,70.52107282731014,71.84110274623984,86.50624528941444
39063,71.65676954508417,79.52480706775331,83.23503156400427
39065,87.6402978157286,100.0,74.7118063589507
39075,64.57198484790354,50.12813992137104,73.38646717083716
39089,73.6724497011496,47.59164162127221,63.25323717223928
39097,85.96441137581752,54.902676068561576,94.81792373609764
39109,73.65714152310596,70.64286293929122,86.88806272399295
39121,77.64030012789028,35.48457750374853,93.76652296692706
39131,87.44185710315034,70.44678478637216,75.34405795286729
39143,84.21546083536562,100.0,70.14746796958354
39147,82.66818396295402,73.02814781249555,63.825274000561585
39159,76.60877720729961,64.14629082049447,85.38376375610989
39169,83.70061115268956,57.63679102632745,64.40310163207648
39173,78.76267319900244,87.97023409103129,100.0
40009,84.57805609925785,53.48334453523905,60.38536128359839
40019,75.03067974882022,100.0,84.10490178818753
40031,78.17431025620459,100.0,100.0
40043,70.10042207447987,75.13501597323575,88.98634638895713
40053,79.64992389993765,69.7696982384671,82.6351056873767
37181,71.88999136371156,90.6131961648312,65.47274529557157
37191,68.85953549838007,91.8959700445465,59.27346217148444
37197,82.58661147855388,53.8801653788117,91.55075163376378
38007,82.1273977585766,59.46889733726596,100.0
38019,87.82873734948572,43.55305130633409,73.41725014282743
38031,75.68874430424901,78.18129876668114,62.91407738575474
38035,84.08052846836756,83.33255766913781,43.127458541764724
38045,85.50797572273663,43.001487242774544,65.28852734506194
38061,84.44773807831595,60.89602190367682,78.2951473625144
38073,71.74346317197858,43.05492164837301,100.0
38079,81.49363482271188,52.02400379512324,90.09700538349453
38091,83.64140296054661,81.02034120452599,84.5762810706013
38103,80.07178466907942,55.330358666434414,73.99820508048303
39003,59.13522341628915,63.983480879354026,71.25251424116065
39015,81.6048962397348,37.45376544105369,100.0
39027,100.0,73.73980419449329,83.01107811137584
39039,76.39960731243018,69.11453360310702,48.460989621184666
39047,72.7192290214468,55.420814999336756,69.89690528154135
35015,83.73348559711398,66.21971404635052,67.1267595234256
35027,83.12378210466572,73.6058976100689,71.80603986233803
35028,91.92735165416414,53.70263702181312,88.44365990427627
35045,67.42131844091112,40.474749119964414,78.38832677308626
35053,87.31380252574992,100.0,78.84701889494507
36003,85.90422061251464,57.33454590579455,99.70209741987856
36021,78.57853463059455,68.06479793626221,69.55308365319968
36037,83.38687317921689,90.21679470040627,100.0
36043,90.29457481598357,100.0,69.93038612943371
36057,88.7231538002845,45.11027100222269,81.33797294918857
36069,68.56980687926271,78.9965442745302,75.78194606895849
36083,88.20158186755485,55.848954294117874,81.85128700251441
36095,79.35311394967482,59.224193908465786,86.66887992609693
36109,80.72874098015515,55.5957595798642,86.50752860133315
36121,80.73196991001694,47.4869006439883,68.7032400406913
36123,78.4975701120174,69.17417276430677,63.15627983828644
42013,91.91707497107065,40.50994625903529,100.0
42015,79.16282040150789,88.93615133023741,72.7402349059917
42021,68.80453871616831,71.10005872066749,90.4881865800798
42031,76.06470144030271,78.4486994580288,55.88538034215205
42047,81.78694716810476,60.67622776107554,75.80580920142985
42063,92.29214784297051,62.655921315765035,78.09200924026335
42069,86.03094684948833,75.75127810334656,87.09222604891748
42087,71.49464721252956,46.71898735188349,39.16318788512092
42093,100.0,62.840191311733285,82.49210919617497
42105,82.6477531097798,52.80772972243092,62.75387816948161
42113,92.75390737999015,52.18862378817971,84.86518566792385
42123,78.48285566422771,27.803235187487168,64.45506204742756
45005,85.3335924470545,96.78653178959999,67.16775956111628
45009,88.39468504518405,56.26922493692462,75.89558584410098
45027,92.18194711754256,93.26752110327101,64.21505795595208
45039,90.57368305378225,91.37584642788585,72.86698329896967
47005,88.72197000072978,44.28000586967013,62.09936347185027
47007,76.84913268805892,48.23177528654308,52.50244322451909
47013,74.28253958043939,100.0,95.2693557864404
47027,83.32607510324198,100.0,60.55926960764108
47031,89.3312807234107,69.36962973343792,77.31978668588025
47045,77.77279299223393,75.14746212834699,91.29336622240677
47057,90.65171965714387,57.38307194105622,70.77583846225936
47069,94.52616745486179,78.6470542840068,67.62251150381694
47081,70.8367908092658,55.65636198555057,83.39357133001133
47093,71.6307929620372,29.352924714032305,96.76900734090728
47105,78.59624941094664,43.56888426977898,62.460271023702965
47117,83.07612668189196,70.42185495701175,77.74778251973842
47129,74.75432986232948,47.37865528994825,54.01258107549009
47139,93.52202678867144,68.6544507017293,74.10198494476715
47151,84.24066861518452,48.506779211342746,80.51307026807113
47173,80.3944704824074,54.35292154996013,67.18063037367402
47179,65.64090476131473,87.06330612826383,73.14512249262152
45049,66.84184183572494,74.94961095280209,58.87659847538825
45053,82.81009250281807,69.80671157373305,81.15617917072241
45075,58.67404373845164,87.57927946141302,95.83541373324724
45081,90.12637409644071,79.61217186694695,63.542841953443045
46003,78.4184615562768,98.93126582502735,70.65992350171426
46007,100.0,60.8028147536972,87.53819369681273
46017,100.0,61.407300429449826,98.18136078984104
46029,78.18550930752484,43.977814672173096,57.60215281686603
46035,78.93662997468685,61.42038565255161,77.46822893876076
46043,89.95581514002029,89.29539788604892,84.24696233479287
46055,97.03172609918037,95.99974744524268,78.46915414056728
46061,63.61970942563983,89.20610336173335,42.848118996843695
46087,62.13624534645314,34.116162669011274,87.51635013963158
46095,73.77965194445619,91.66290425321469,100.0
46103,85.82737583173865,33.22962753455859,81.74992626754255
46111,84.96873590507597,87.96234648244695,64.53340920058605
46125,90.69771454983851,62.644309468578896,72.30309130453576
46137,68.00302471634691,84.05066627867711,100.0
40059,56.83856137031123,43.35103304210868,93.64943811290838
40063,88.58014195302145,93.42335265412294,89.60039927576494
40073,71.71803727034765,40.70050507790222,85.34618875301564
40081,59.81512135611362,56.63090178293645,70.08294331713542
40087,81.45063745959382,50.03810744461929,76.99143229016347
40097,87.93175688218678,34.91430294355002,78.83115896482227
40109,78.77942867878723,71.89055135176936,88.24361474096666
40123,75.42151613817511,100.0,100.0
40127,78.40637767854093,100.0,96.77507205189691
40147,76.29417237599218,71.94311574172495,58.70923466305939
40153,66.51952888059833,92.33362550135044,83.35992453351574
41017,72.85319323009568,74.64189275857075,91.05145017751846
41031,85.21279905013814,79.97766389536426,89.28290495216953
41037,83.216785413765,63.157026977455224,70.56149354918871
41053,81.6805980596682,73.90153850845205,100.0
41069,70.0485151814662,80.74957409212857,60.84373156503322
42005,78.18496837864333,58.43080542247337,63.752173300009254
48357,58.22934953557145,68.45011400214024,83.50392621892364
48359,81.7847666388539,68.83139762005024,100.0
48367,94.28857707813567,86.52806634661049,67.45707723943744
48379,65.25867867957895,48.67935656744639,76.01257451529511
48381,74.14072326682245,68.96915582784698,96.15940509523539
48393,83.2910677871013,100.0,79.732067676684
